Date,Open,High,Low,Close,Volume
2011-04-04,325000,325500,307000,312500,666049
2011-04-05,308000,314000,304500,314000,549782
2011-04-06,315500,332500,315500,331000,678658
2011-04-07,331000,333500,324500,331500,348007
2011-04-08,329000,333500,325500,327000,322037
2011-04-11,326000,334500,321500,331500,333628
2011-04-12,328500,330000,322000,323500,322466
2011-04-13,321500,336000,321000,335500,376007
2011-04-14,335000,355000,333000,355000,837092
2011-04-15,348500,354500,348000,354500,419621
2011-04-18,354000,371000,352000,365000,537348
2011-04-19,361500,366500,354000,360500,389598
2011-04-20,362000,366000,352000,366000,423636
2011-04-21,361500,373000,360000,365000,505006
2011-04-22,365000,381000,362000,372000,352387
2011-04-25,370500,392500,370000,385000,360935
2011-04-26,390000,395000,384000,384000,416110
2011-04-27,383500,390000,365000,375500,491098
2011-04-28,368000,382000,365000,376500,984851
2011-04-29,377000,380000,358000,359000,626375
2011-05-02,358000,371500,357000,366000,472641
2011-05-03,368000,374000,351000,363000,450428
2011-05-04,357500,370000,353000,359000,383445
2011-05-06,353000,357000,345000,352000,518720
2011-05-09,352000,355000,345000,345000,361137
2011-05-11,350000,352500,341500,350000,481396
2011-05-12,344000,345500,335000,335000,801956
2011-05-13,336500,339500,317500,337000,724903
2011-05-16,335000,343000,325500,333000,416707
2011-05-17,331000,349000,329000,345000,389102
2011-05-18,345000,355000,341000,351500,597237
2011-05-19,352500,356000,341500,345000,582674
2011-05-20,341000,354500,341000,350000,320424
2011-05-23,341000,348500,333500,339000,274787
2011-05-24,338000,351500,335000,344000,470424
2011-05-25,350000,355000,340000,343000,302075
2011-05-26,350000,371000,346000,367500,463577
2011-05-27,366000,376500,364500,369000,435797
2011-05-30,377000,378500,365500,369500,213561
2011-05-31,373500,384000,368500,378500,374603
2011-06-01,376000,380000,369500,370500,330525
2011-06-02,359000,374500,359000,368000,334569
2011-06-03,370500,374000,366500,370000,197897
2011-06-07,376500,376500,360000,360000,320360
2011-06-08,360000,364000,343000,359500,356841
2011-06-09,355000,360000,347500,350500,359371
2011-06-10,352000,365000,349000,349500,405787
2011-06-13,348500,361000,348000,359500,281092
2011-06-14,361000,376500,356000,375500,433289
2011-06-15,376000,378500,372500,376000,306887
2011-06-16,373000,381500,371000,373000,400624
2011-06-17,376500,382500,368000,373500,466799
2011-06-20,378500,388000,375000,376000,403075
2011-06-21,383500,385500,364000,376000,397933
2011-06-22,384000,384000,370000,371000,319356
2011-06-23,366500,373000,364000,368000,286639
2011-06-24,366500,377500,366500,375000,293617
2011-06-27,373500,378500,370000,374000,252832
2011-06-28,378000,381000,374000,375000,220149
2011-06-29,382500,393500,382000,391000,348019
2011-06-30,394000,400500,393000,400000,378788
2011-07-01,404500,405500,398500,399500,275160
2011-07-04,406000,407000,402000,405000,171078
2011-07-05,410000,412000,401500,405000,216477
2011-07-06,406500,409000,397500,399500,336794
2011-07-07,400000,412500,398500,409500,261315
2011-07-08,416500,416500,410000,414500,177116
2011-07-11,416000,416500,405000,409500,318327
2011-07-12,399000,402000,388500,388500,419837
2011-07-13,391500,402000,391000,401500,300361
2011-07-14,395500,402000,393500,401000,253028
2011-07-15,395500,399500,392000,397500,337793
2011-07-18,395000,399000,390500,397000,168663
2011-07-19,394000,401000,393500,393500,172889
2011-07-20,400500,407000,394000,398500,243741
2011-07-21,396000,398000,381000,388500,387864
2011-07-22,388500,395000,382000,392500,270706
2011-07-25,388000,391000,384000,390000,192838
2011-07-26,392500,394500,387500,394500,166964
2011-07-27,395000,401000,385000,400000,188053
2011-07-28,391000,396000,390500,392000,219744
2011-07-29,391000,391500,380000,380000,312785
2011-08-01,380000,388000,377500,382000,460000
2011-08-02,375000,377000,352000,354000,1084861
2011-08-03,344000,349000,340000,345000,659795
2011-08-04,350000,350000,330000,334500,423642
2011-08-05,320000,339500,318000,331500,760951
2011-08-08,330000,338000,310000,328500,752655
2011-08-09,321000,338500,299000,329500,1097459
2011-08-10,345000,345500,328500,328500,738937
2011-08-11,313500,337500,312000,329500,474236
2011-08-12,334000,335000,318500,319500,556006
2011-08-16,328000,336500,327500,333000,461910
2011-08-17,334000,342500,332000,337500,331102
2011-08-18,342000,342000,320500,333500,352493
2011-08-19,315500,316000,288500,288500,705497
2011-08-22,285000,292000,265500,270000,701380
2011-08-23,276500,296000,272500,292000,666207
2011-08-24,299000,304000,291000,293500,545240
2011-08-25,304000,305500,293500,293500,334648
2011-08-26,291000,309500,290500,307500,449991
2011-08-29,319000,321500,308000,317500,394810
2011-08-30,321500,327500,314500,324500,341131
2011-08-31,328500,337500,326000,337000,345722
2011-09-01,343000,346000,336500,336500,540557
2011-09-02,338500,339000,321500,328500,403932
2011-09-05,319000,322000,308000,313000,390942
2011-09-06,306000,317000,301000,311000,469122
2011-09-07,320000,325000,315000,325000,357475
2011-09-08,329000,335000,326500,334000,443799
2011-09-09,332000,334500,323500,324000,235613
2011-09-14,324000,324500,304000,310000,369545
2011-09-15,318500,321000,303000,312000,434614
2011-09-16,320000,339500,319500,334500,681969
2011-09-19,334500,339000,329500,335000,297722
2011-09-20,333500,337500,326000,334000,293609
2011-09-21,334000,343500,330000,338000,293484
2011-09-22,326500,334000,324000,330000,280392
2011-09-23,318500,324500,315500,315500,378564
2011-09-26,318000,322500,306000,317000,329975
2011-09-27,327500,340000,325000,339000,429355
2011-09-28,340000,342000,337000,338000,339557
2011-09-29,337000,341500,333000,341500,322259
2011-09-30,340000,342500,331500,341500,340097
2011-10-04,325000,331000,319000,329000,407813
2011-10-05,333000,333500,301500,307000,545195
2011-10-06,315000,318500,290500,293500,668328
2011-10-07,298000,311500,295500,311500,754103
2011-10-10,308000,313500,305000,308000,322311
2011-10-11,318000,325500,315500,323000,512005
2011-10-12,323500,340000,322500,337000,509822
2011-10-13,343000,349500,338000,338000,552128
2011-10-14,340000,343000,334500,338000,237611
2011-10-17,343500,349500,343000,348000,264800
2011-10-18,340000,343500,337500,340500,210124
2011-10-19,343500,351000,341000,346500,257826
2011-10-20,346500,351000,330500,333000,231548
2011-10-21,343000,346000,336000,342000,288235
2011-10-24,346500,360000,346000,359500,358583
2011-10-25,362000,362500,350000,351500,287914
2011-10-26,347000,348000,342000,347500,238855
2011-10-27,351500,354500,347000,353000,277126
2011-10-28,356000,364000,340000,344000,512915
2011-10-31,336500,336500,318500,323000,1095178
2011-11-01,317000,325000,316500,320000,691351
2011-11-02,313500,328000,313000,327000,593671
2011-11-03,329500,329500,315000,319500,381654
2011-11-04,326000,333000,322000,332500,599053
2011-11-07,337500,337500,322500,324000,372549
2011-11-08,326500,327000,320000,323000,205000
2011-11-09,326000,328500,319500,326500,323275
2011-11-10,315000,317500,307000,307000,542705
2011-11-11,313000,315500,306500,315000,322101
2011-11-14,319000,325000,319000,322000,209421
2011-11-15,320000,325500,317500,318000,194972
2011-11-16,321500,324000,310500,312000,232050
2011-11-17,312000,313000,304000,311000,370025
2011-11-18,306000,308500,304000,305000,316159
2011-11-21,309000,313000,303000,308500,307954
2011-11-22,308000,318000,306500,313500,253800
2011-11-23,319500,320000,309500,309500,286492
2011-11-24,309000,318000,309000,316000,205831
2011-11-25,309000,315500,305500,308000,297798
2011-11-28,308500,313500,306500,307500,209708
2011-11-29,310000,316000,309000,315500,333076
2011-11-30,312000,314000,303000,303500,500495
2011-12-01,315000,316000,310500,313500,494901
2011-12-02,309500,317500,309500,317500,254247
2011-12-05,320000,320500,313000,317500,214732
2011-12-06,323000,324500,316500,320500,331949
2011-12-07,323500,323500,316500,321000,265756
2011-12-08,318500,319500,313000,314000,267423
2011-12-09,309500,310000,303500,304500,293432
2011-12-12,308000,309500,300000,301500,284353
2011-12-13,299500,299500,290500,291500,345334
2011-12-14,292000,294500,288000,288000,304139
2011-12-15,287500,292500,286000,286500,357883
2011-12-16,288000,298500,288000,295500,261178
2011-12-19,300000,300500,280000,288000,388064
2011-12-20,294000,296500,290000,292000,216754
2011-12-21,303000,303000,299000,302000,227299
2011-12-22,302500,303500,298500,301000,116722
2011-12-23,302500,303000,297500,299500,178485
2011-12-26,300500,303000,293500,296000,94281
2011-12-27,295000,299000,282000,291000,147468
2011-12-28,291000,292000,286000,290500,115871
2011-12-29,291000,295500,288000,292000,146877
2012-01-02,297500,297500,290000,292500,88310
2012-01-03,295000,304000,294500,303500,239027
2012-01-04,309000,311500,305500,309500,250774
2012-01-05,310000,314000,306000,311000,207066
2012-01-06,314000,314500,305000,311000,173974
2012-01-09,308000,312500,301500,312500,199445
2012-01-10,314500,319500,313000,318500,300127
2012-01-11,322000,322000,318000,319500,252851
2012-01-12,322000,323000,315500,318500,254372
2012-01-13,322000,322000,316500,320000,204395
2012-01-16,323000,323000,317000,319000,196865
2012-01-17,323000,328000,318000,323000,365289
2012-01-18,326500,326500,313500,318000,398244
2012-01-19,321500,322500,307000,308000,850895
2012-01-20,306500,311000,304000,311000,936890
2012-01-25,304000,314000,304000,310000,442635
2012-01-26,309000,312500,307000,308000,519674
2012-01-27,306500,310000,303000,303000,551380
2012-01-30,296500,298000,279500,280000,1767306
2012-01-31,276000,282500,271000,277000,2104092
2012-02-01,280500,285500,280000,283000,1124209
2012-02-02,284000,286000,278000,279500,875664
2012-02-03,280500,282000,266500,270500,1248673
2012-02-06,274500,277000,270500,271500,546228
2012-02-07,274000,285000,273500,285000,897598
2012-02-08,284500,288500,283000,287500,603249
2012-02-09,287500,288000,278500,287500,678229
2012-02-10,287000,292000,285000,285000,595999
2012-02-13,286000,293000,285500,291000,551935
2012-02-14,292500,294000,285500,287000,581168
2012-02-15,287500,289000,282000,283000,417844
2012-02-16,280000,281500,275000,275500,599590
2012-02-17,278500,284000,277500,280000,519142
2012-02-20,286000,288000,278000,280000,420763
2012-02-21,282000,282500,275000,277000,403165
2012-02-22,282000,286000,280500,281500,604770
2012-02-23,284500,284500,278000,279000,391280
2012-02-24,277000,279000,275500,276000,389869
2012-02-27,274500,274500,264500,268000,673209
2012-02-28,267000,269000,261500,267500,319513
2012-02-29,269500,285000,269000,285000,864983
2012-03-02,286000,288500,282500,284000,422325
2012-03-05,287000,290500,284500,289500,582503
2012-03-06,290000,291000,281500,286000,386161
2012-03-07,278000,280000,275500,276500,460490
2012-03-08,278500,279500,274000,277000,438197
2012-03-09,280000,282500,278500,279000,226229
2012-03-12,277500,280500,275500,276500,256493
2012-03-13,279000,293000,278500,292000,960446
2012-03-14,295000,295500,290500,292500,526945
2012-03-15,294000,301500,293500,295500,703299
2012-03-16,296000,296500,286500,289000,577472
2012-03-19,289000,289000,283000,285000,479352
2012-03-20,286000,286500,282500,283000,355417
2012-03-21,282000,284500,280000,281000,348811
2012-03-22,282000,283500,278000,281500,289148
2012-03-23,281500,282000,279000,280000,171811
2012-03-26,281000,285500,277500,279000,233194
2012-03-27,284500,290000,283500,289500,530736
2012-03-28,289500,292500,286500,289500,346694
2012-03-29,289000,293500,287500,290000,413556
2012-03-30,292500,293000,284000,286500,357879
2012-04-02,289000,293000,287500,292500,345452
2012-04-03,298000,299500,295000,296500,597983
2012-04-04,297500,300500,288000,290000,526171
2012-04-05,288500,311000,288000,308500,910466
2012-04-06,312000,315000,306500,312000,670435
2012-04-09,308500,309000,300000,303000,448392
2012-04-10,306500,308000,298500,301500,507102
2012-04-12,301500,302000,290000,294000,500167
2012-04-13,298000,299000,293000,296000,303209
2012-04-16,290000,295500,289000,290000,472089
2012-04-17,291000,294500,284000,285000,504736
2012-04-18,290500,291500,282500,284000,464051
2012-04-19,285000,286500,281500,283500,271175
2012-04-20,281500,283000,274000,277500,517869
2012-04-23,276500,282000,276500,279000,196599
2012-04-24,277500,294000,276500,290500,778844
2012-04-25,292500,296500,288000,293000,525529
2012-04-26,293500,300500,291000,295500,518926
2012-04-27,298500,305000,297000,300000,582180
2012-04-30,305000,310500,304000,307500,748180
2012-05-02,310000,313000,300000,300000,675043
2012-05-03,298000,302000,292000,293500,321637
2012-05-04,294500,298000,290000,294000,354206
2012-05-07,288000,294000,286500,291000,273825
2012-05-08,294500,294500,284000,285500,399438
2012-05-09,286000,288500,282000,285500,265580
2012-05-10,283000,288000,281000,282000,277085
2012-05-11,281000,288500,280500,282500,371233
2012-05-14,285000,295500,283500,291500,359075
2012-05-15,290000,294500,285000,290000,439040
2012-05-16,286500,289500,279000,280500,290963
2012-05-17,279000,282000,273500,277500,423269
2012-05-18,273500,276000,270500,272500,433650
2012-05-21,274000,276000,267000,274500,310323
2012-05-22,279500,279500,271500,271500,350639
2012-05-23,274000,276500,271000,274000,351051
2012-05-24,271500,273500,264000,269000,357946
2012-05-25,269000,270500,263000,266000,414919
2012-05-29,265500,273000,265000,273000,304430
2012-05-30,274500,281000,272000,279000,518348
2012-05-31,277000,279500,271500,277000,242436
2012-06-01,278000,281000,272000,273000,185446
2012-06-04,265000,268000,264000,267000,250825
2012-06-05,273000,275000,269500,271000,195135
2012-06-07,277500,278000,271500,274500,284416
2012-06-08,274500,275500,264500,267500,338112
2012-06-11,269500,271000,267500,268500,306737
2012-06-12,266000,267500,265000,267500,206342
2012-06-13,270500,274500,270000,272500,398829
2012-06-14,271000,272000,266500,270000,418957
2012-06-15,272000,272000,266000,270500,175109
2012-06-18,276000,280000,274500,278000,363748
2012-06-19,279000,284000,277500,282000,340067
2012-06-20,284500,287500,281000,285500,324141
2012-06-21,286500,287500,282500,286500,201232
2012-06-22,283000,283500,278500,278500,241700
2012-06-25,276500,282500,275000,280500,219716
2012-06-26,278000,281500,276000,280000,170336
2012-06-27,277500,278500,269000,275500,421352
2012-06-28,273500,275500,271000,273500,136592
2012-06-29,268500,274500,268000,274500,263536
2012-07-02,273000,279000,273000,277500,183826
2012-07-03,276500,279500,271500,275000,224676
2012-07-04,276500,279000,274000,275000,180030
2012-07-05,275000,275500,271500,274000,147466
2012-07-06,274000,277500,270000,273000,173541
2012-07-09,268500,271500,268500,269000,144956
2012-07-10,271000,272000,267500,269000,144171
2012-07-11,269500,275000,269000,274000,170264
2012-07-12,273000,276500,268000,268000,270596
2012-07-13,273000,273500,268000,271500,286424
2012-07-16,271000,280000,270500,277500,343885
2012-07-17,278500,281500,274500,280000,252730
2012-07-18,280000,282500,275000,275000,239680
2012-07-19,279500,289000,277500,287500,471420
2012-07-20,289000,292000,285000,288000,244870
2012-07-23,284000,289000,282000,286000,191039
2012-07-24,285500,294000,283000,292500,343362
2012-07-25,290000,291000,286500,287000,357919
2012-07-26,288000,291500,283500,285500,281921
2012-07-27,287500,289000,278000,287500,582102
2012-07-30,290500,300000,288500,299000,510233
2012-07-31,298500,304000,296500,299500,370476
2012-08-01,295000,303000,295000,300500,242791
2012-08-02,300000,301000,297000,299000,130230
2012-08-03,294000,299000,292500,296000,128913
2012-08-06,304000,309000,299500,306000,422152
2012-08-07,307500,309000,302500,306500,181154
2012-08-08,304000,309000,302000,304500,265389
2012-08-09,305000,311500,304500,311000,441286
2012-08-10,314000,316500,311000,315000,219926
2012-08-13,319000,319000,312000,313000,149289
2012-08-14,316000,319500,314000,319000,225689
2012-08-16,320000,320000,315000,319000,178611
2012-08-17,322000,322000,310500,313500,276873
2012-08-20,318000,318000,312000,317000,149220
2012-08-21,319000,319000,316000,318000,121263
2012-08-22,319000,319000,311500,315500,123369
2012-08-23,313000,315000,303500,305000,397309
2012-08-24,301000,304000,297500,299500,351970
2012-08-27,300500,316000,300000,313000,357877
2012-08-28,315000,315500,309500,315500,162235
2012-08-29,313000,315500,310000,312000,193357
2012-08-30,309500,312000,305000,308000,223661
2012-08-31,305500,314500,305500,307500,191856
2012-09-03,308000,314500,308000,313500,152365
2012-09-04,309500,314000,303000,304000,236832
2012-09-05,303000,303000,294000,296500,274161
2012-09-06,298000,299500,293500,295500,150822
2012-09-07,301000,304500,300000,304000,237849
2012-09-10,303000,305000,302500,303000,109381
2012-09-11,310000,312000,300000,301500,238638
2012-09-12,303000,307500,303000,307000,200060
2012-09-13,301500,307000,301500,307000,185689
2012-09-14,313500,319500,313500,319500,429212
2012-09-17,324500,325000,319500,321000,377669
2012-09-18,324500,324500,321500,323000,138365
2012-09-19,323500,323500,315500,319000,199952
2012-09-20,322000,322500,313500,318000,206831
2012-09-21,316000,320000,314500,318500,159400
2012-09-24,318000,318000,308500,316000,155618
2012-09-25,316000,320500,313000,320500,114426
2012-09-26,314500,320000,313000,316500,126843
2012-09-27,310000,320500,309500,316000,162698
2012-09-28,316000,319000,308000,310500,263613
2012-10-02,310500,310500,305000,307000,234659
2012-10-04,305000,311500,305000,306500,200837
2012-10-05,307500,313000,307500,310000,218869
2012-10-08,311500,312000,306000,308000,97619
2012-10-09,306500,310500,304500,304500,109100
2012-10-10,310000,310500,305500,306500,156881
2012-10-11,305500,310500,301000,302500,185014
2012-10-12,305500,307500,301000,302500,124917
2012-10-15,306000,306500,293500,297000,232464
2012-10-16,300000,303000,299000,300000,139117
2012-10-17,300000,302500,295000,297500,221761
2012-10-18,300000,307500,298500,305500,183494
2012-10-19,306500,312500,299500,301500,291440
2012-10-22,295500,300000,295000,297500,120224
2012-10-23,297500,298500,288000,291500,139989
2012-10-24,287000,289000,277000,279000,308526
2012-10-25,277000,288500,272000,286500,387788
2012-10-26,285500,288000,271500,277000,262434
2012-10-29,277500,279500,266000,269000,358749
2012-10-30,267000,279000,267000,273500,230281
2012-10-31,276500,282000,276000,278000,127902
2012-11-01,272500,275500,265000,269000,423505
2012-11-02,275000,276500,270500,270500,301533
2012-11-05,263500,264500,258000,259500,466936
2012-11-06,260000,269500,259500,268000,308440
2012-11-07,272000,274500,268000,271000,238082
2012-11-08,268500,275500,268000,273500,229989
2012-11-09,266000,267500,259500,266000,302334
2012-11-12,268000,275000,265500,271500,154077
2012-11-13,275500,275500,269500,271500,132015
2012-11-14,268000,274000,268000,273000,134400
2012-11-15,270000,274000,267500,268500,128357
2012-11-16,265500,274000,265500,271000,173269
2012-11-19,271500,273500,266500,271500,103623
2012-11-20,274000,275000,265500,267500,190715
2012-11-21,268500,268500,261000,264500,202137
2012-11-22,264500,266000,261000,263500,147062
2012-11-23,261500,270000,261000,267000,200304
2012-11-26,264500,272000,264000,269500,145433
2012-11-27,272000,287500,271500,284500,367505
2012-11-28,284500,286500,280500,282000,237565
2012-11-29,287000,295000,285500,291000,296118
2012-11-30,287500,297000,285500,285500,273312
2012-12-03,284000,289500,283000,285000,157795
2012-12-04,283000,285500,278000,280500,223383
2012-12-05,279500,292000,279500,288000,222419
2012-12-06,287000,297000,287000,294000,217510
2012-12-07,291500,295000,285500,287500,166310
2012-12-10,291500,296500,290000,293000,185744
2012-12-11,292500,299000,290000,295000,168838
2012-12-12,291000,295500,290000,294500,142858
2012-12-13,297500,301000,297000,301000,346779
2012-12-14,300500,305000,297500,300500,176761
2012-12-17,300500,303500,289000,291500,259348
2012-12-18,290000,291000,285000,289500,258832
2012-12-20,298000,298500,292500,294500,351372
2012-12-21,297000,297000,292000,295000,208048
2012-12-24,295000,295500,292000,294000,113012
2012-12-26,297000,301000,295000,298000,164700
2012-12-27,297500,298000,289500,293500,174396
2012-12-28,291500,293000,286000,288000,228280
2013-01-02,290000,291000,286500,287500,207196
2013-01-03,286500,287000,270000,272000,560684
2013-01-04,267000,269500,260000,261000,795565
2013-01-07,263000,264500,260000,263500,539076
2013-01-08,262000,267000,262000,264500,363850
2013-01-09,268000,271000,265000,267000,389022
2013-01-10,266000,268000,263500,266000,266382
2013-01-11,266500,267000,257500,258000,532272
2013-01-14,256000,257500,250500,253000,406981
2013-01-15,256000,261500,255000,255500,343038
2013-01-16,255500,260000,255000,257500,227570
2013-01-17,260500,264000,259500,262000,236773
2013-01-18,262000,263500,258000,260500,166250
2013-01-21,260500,267000,257500,263500,220698
2013-01-22,265000,272500,264500,270500,399116
2013-01-23,275000,275000,271000,272000,310491
2013-01-24,275500,275500,262000,264500,258132
2013-01-25,262000,264000,257000,263500,317250
2013-01-28,264000,264500,258000,264000,248337
2013-01-29,266500,274500,259500,272500,309072
2013-01-30,272500,273000,266000,272000,201611
2013-01-31,269000,285500,268000,285000,642591
2013-02-01,289000,292000,285500,290500,578486
2013-02-04,294000,294500,288500,291500,417546
2013-02-05,291500,293000,286500,290000,179585
2013-02-06,294500,294500,290000,291500,197211
2013-02-07,291500,296000,290000,295000,202209
2013-02-08,297000,301500,295000,300500,336270
2013-02-12,305000,305000,295000,299500,201871
2013-02-13,299500,300000,295500,298000,200216
2013-02-14,298500,304000,297000,299000,229687
2013-02-15,303500,303500,297000,300000,115312
2013-02-18,300000,301500,293000,297000,120708
2013-02-19,298000,302000,298000,300000,106295
2013-02-20,302500,305500,301000,305500,257476
2013-02-21,305500,309000,303000,307500,182312
2013-02-22,309000,312000,306000,311000,208912
2013-02-25,307500,308500,301000,303000,243006
2013-02-26,304500,304500,300000,301500,145036
2013-02-27,306000,309000,303500,307000,177996
2013-02-28,308000,313000,303500,313000,215282
2013-03-04,316000,317000,313500,315500,251177
2013-03-05,315000,318500,310500,311000,249340
2013-03-06,308000,310000,300500,305500,318395
2013-03-07,306000,312500,302500,309000,149703
2013-03-08,311500,313500,304500,307500,163359
2013-03-11,309500,309500,301500,304000,155222
2013-03-12,302000,305000,300000,302000,107701
2013-03-13,303000,305000,301000,303500,103784
2013-03-14,305000,305000,297000,300000,234626
2013-03-15,300000,310500,300000,306500,283241
2013-03-18,303500,308500,301500,303000,160055
2013-03-19,302000,304000,300000,302000,157087
2013-03-20,302500,308000,301000,303000,252732
2013-03-21,303500,304500,297000,297000,158957
2013-03-22,294000,300000,292000,293000,171942
2013-03-25,295000,301500,295000,300500,119749
2013-03-26,302500,307500,300000,305000,235364
2013-03-27,305000,313000,304500,311000,248406
2013-03-28,310500,313500,307500,311000,167587
2013-03-29,311500,312500,304000,307500,133121
2013-04-01,306500,307500,304000,306000,104476
2013-04-02,305000,309000,303000,306500,204360
2013-04-03,311000,314000,303000,311000,275566
2013-04-04,306500,308500,296000,301500,226012
2013-04-05,292000,295000,283500,287000,393784
2013-04-08,287000,294500,281500,292000,244753
2013-04-09,297000,299000,285000,288000,261714
2013-04-10,292000,297500,290500,296000,259645
2013-04-11,298500,298500,284000,294000,362162
2013-04-12,293500,293500,273000,274500,655089
2013-04-15,266000,270500,263500,269000,389996
2013-04-16,266000,274000,265500,267500,346263
2013-04-17,267000,273500,267000,270500,242622
2013-04-18,273000,276000,266000,269000,163008
2013-04-19,272000,274500,259000,265500,434756
2013-04-22,262500,273500,262500,273000,231675
2013-04-23,275000,277500,263500,265000,323097
2013-04-24,265000,266500,256000,258000,547828
2013-04-25,259500,270000,258000,269000,456410
2013-04-26,269500,269500,253000,255500,654117
2013-04-29,255000,255500,245000,246000,798582
2013-04-30,247000,252000,247000,250000,387513
2013-05-02,252000,258000,250500,255500,518846
2013-05-03,258500,265000,257000,260000,381628
2013-05-06,261500,263000,258500,260500,175575
2013-05-07,260500,261000,254000,258000,248080
2013-05-08,262500,263000,257500,259500,166810
2013-05-09,262000,262500,258500,260000,221216
2013-05-10,259000,259000,252500,255000,205254
2013-05-13,253000,257500,250500,255500,139984
2013-05-14,258000,264000,257500,261500,220919
2013-05-15,262000,263500,258500,263500,146135
2013-05-16,266000,271500,266000,270500,333053
2013-05-20,274500,275000,271000,273000,210184
2013-05-21,274000,274000,271500,273500,272128
2013-05-22,277000,285500,276500,282000,355745
2013-05-23,284500,284500,279000,279000,294074
2013-05-24,285000,285500,280500,282000,183428
2013-05-27,282000,287500,281500,286000,182712
2013-05-28,288500,288500,282000,283000,227159
2013-05-29,282000,286000,282000,282500,176514
2013-05-30,284500,290500,284000,288500,229769
2013-05-31,293500,293500,284000,285000,238980
2013-06-03,283000,287500,281500,282000,139849
2013-06-04,287500,288000,284000,284000,179240
2013-06-05,283500,286000,275500,276500,1033341
2013-06-07,272000,275500,264000,272000,406566
2013-06-10,272500,273500,266500,267500,165780
2013-06-11,268500,269500,262500,265000,206174
2013-06-12,263000,268000,259500,260500,207896
2013-06-13,257000,265000,256500,260000,317245
2013-06-14,262500,263000,256500,259000,239107
2013-06-17,262000,267000,261500,263000,202587
2013-06-18,267000,271500,262500,268500,235031
2013-06-19,271000,271000,262000,265500,174610
2013-06-20,262500,270000,258500,261500,229550
2013-06-21,260000,260500,257000,258000,281448
2013-06-24,255500,259000,251500,252000,255838
2013-06-25,253000,264500,251500,257000,375602
2013-06-26,261500,262000,257500,257500,272264
2013-06-27,262000,275500,261500,275000,368144
2013-06-28,273000,276000,272500,273000,355980
2013-07-01,269000,273000,266500,270500,235332
2013-07-02,269500,275000,261000,262000,391861
2013-07-03,262500,263500,255500,259000,311225
2013-07-04,261000,264500,260500,262000,171759
2013-07-05,265000,267000,255500,259500,206987
2013-07-08,259000,259500,251000,254000,332448
2013-07-09,257500,257500,252500,254000,369086
2013-07-10,254000,255500,245500,246500,549156
2013-07-11,250000,260500,250000,259500,368808
2013-07-12,259000,259500,253000,255500,363982
2013-07-15,257500,258000,253000,256000,234098
2013-07-16,255500,256000,253000,254500,235571
2013-07-17,254500,259500,253000,257500,249608
2013-07-18,258000,258500,255000,256500,157322
2013-07-19,256000,261500,256000,260000,247522
2013-07-22,261000,263500,258000,259500,147467
2013-07-23,260000,262500,251500,255000,773677
2013-07-24,254000,259000,252000,258500,272716
2013-07-25,259000,261500,258500,260500,320582
2013-07-26,261000,265000,259000,262500,319798
2013-07-29,265500,267500,263500,265500,337310
2013-07-30,268500,278500,266500,277500,632486
2013-07-31,278000,278500,272500,274000,429341
2013-08-01,275000,275500,268000,269000,197466
2013-08-02,270500,273000,264000,264500,342460
2013-08-05,265500,268000,264500,264500,111268
2013-08-06,265500,268500,264500,266500,143557
2013-08-07,265500,266000,259000,259000,250645
2013-08-08,261500,264000,260500,262000,206961
2013-08-09,265000,265000,261000,262500,151591
2013-08-12,267000,267500,263000,265000,132291
2013-08-13,265500,267500,263000,267000,118350
2013-08-14,266000,267000,262000,266000,165863
2013-08-16,263500,270000,262000,268000,214519
2013-08-19,267500,270000,265000,269500,134894
2013-08-20,268500,271500,264500,266500,209422
2013-08-21,262000,269000,262000,263500,205507
2013-08-22,260500,266500,260000,263500,213525
2013-08-23,263500,271000,263000,269500,307130
2013-08-26,270500,274000,270000,271500,155298
2013-08-27,270500,274500,269000,270500,148275
2013-08-28,265000,273000,264000,271500,180386
2013-08-29,271500,278000,271500,277000,421767
2013-08-30,278500,280000,276000,279000,346127
2013-09-02,282000,283500,279500,281500,269488
2013-09-03,280500,281000,275000,277000,298240
2013-09-04,275000,281000,275000,277500,144642
2013-09-05,280500,285500,279000,282000,275513
2013-09-06,283500,288500,281000,284000,290629
2013-09-09,284000,289500,284000,289500,294311
2013-09-10,288000,290500,286500,290500,229382
2013-09-11,291500,291500,285500,288500,266146
2013-09-12,286000,288000,279500,283000,359269
2013-09-13,284000,285500,280500,283500,201229
2013-09-16,287500,290000,286500,289000,176338
2013-09-17,294500,295000,287500,292000,215481
2013-09-23,294500,297500,290000,295500,213891
2013-09-24,293000,297000,292000,296000,147431
2013-09-25,294000,296500,292500,295000,155003
2013-09-26,295000,295500,285500,288500,268370
2013-09-27,291500,297000,289500,293500,197244
2013-09-30,290500,291000,286000,286000,185397
2013-10-01,285500,291000,285500,288500,112257
2013-10-02,291500,291500,279000,281000,247350
2013-10-04,284500,284500,280000,281000,155387
2013-10-07,279000,281000,277000,279000,180201
2013-10-08,276500,281500,275500,281000,169035
2013-10-10,283000,287000,281500,285000,211940
2013-10-11,288000,290500,285500,288500,148938
2013-10-14,286000,288500,284500,286500,157875
2013-10-15,287500,293000,287500,290000,153793
2013-10-16,290500,293000,288500,291500,154837
2013-10-17,294000,296500,291500,293000,147054
2013-10-18,295000,295000,286000,290000,216865
2013-10-21,288000,290000,286000,287000,150494
2013-10-22,287500,292000,286500,291000,166360
2013-10-23,288000,292500,287000,288500,224398
