Date,Open,High,Low,Close,Volume
1998-08-17,1970,2196,1901,2152,139520
1998-08-18,1907,2133,1907,1998,115540
1998-08-19,2045,2133,1957,1982,85330
1998-08-20,1982,2140,1951,2108,283730
1998-08-21,2020,2165,2020,2048,147390
1998-08-22,1989,2048,1970,1982,62350
1998-08-24,1954,2033,1938,1950,63990
1998-08-25,1894,2014,1894,1938,63190
1998-08-26,1938,2014,1919,1957,66340
1998-08-27,1926,1960,1926,1957,34820
1998-08-28,1919,1919,1835,1894,66170
1998-08-29,1894,1894,1857,1862,27570
1998-08-31,2014,2014,1863,1932,99960
1998-09-01,1932,2162,1888,2161,338420
1998-09-02,2388,2388,2077,2139,454630
1998-09-03,2171,2329,2077,2174,271110
1998-09-04,1932,2137,1932,1988,106180
1998-09-05,1989,2014,1989,1994,37570
1998-09-07,1976,2203,1976,2089,161590
1998-09-08,2190,2190,2030,2051,86790
1998-09-09,2052,2083,1973,2013,110800
1998-09-10,1995,2215,1986,2215,301190
1998-09-11,2140,2165,2045,2045,75180
1998-09-12,2058,2071,2008,2045,47400
1998-09-14,2045,2045,1982,1988,71600
1998-09-15,1989,2033,1951,1982,58010
1998-09-16,1982,2026,1964,1963,63240
1998-09-17,1964,2008,1951,1963,37160
1998-09-18,1926,1932,1901,1906,74330
1998-09-19,1907,1907,1888,1906,64970
1998-09-21,1888,1907,1863,1869,47530
1998-09-22,1869,1888,1825,1825,28600
1998-09-23,1812,1857,1778,1781,23670
1998-09-24,1825,1882,1781,1856,69690
1998-09-25,1800,1850,1750,1762,53490
1998-09-26,1812,1825,1762,1793,42240
1998-09-28,1857,1857,1803,1825,55230
1998-09-29,1825,1857,1794,1806,30380
1998-09-30,1800,1888,1800,1818,96240
1998-10-01,1857,1857,1806,1815,27670
1998-10-02,1812,1825,1803,1812,43860
1998-10-07,1831,1863,1819,1825,45800
1998-10-08,1819,1938,1800,1828,223350
1998-10-09,1901,2045,1891,2045,304130
1998-10-10,2203,2284,2140,2139,622250
1998-10-12,2215,2259,2127,2171,358450
1998-10-13,2171,2196,2045,2051,212280
1998-10-14,2014,2058,1982,2013,130450
1998-10-15,2045,2159,2045,2127,307310
1998-10-16,2152,2203,2052,2101,265010
1998-10-17,2102,2140,2014,2139,110690
1998-10-19,2140,2395,2096,2297,930390
1998-10-20,2297,2505,2209,2466,856050
1998-10-21,2486,2687,2391,2391,933080
1998-10-22,2514,2678,2407,2677,841530
1998-10-23,2719,2933,2706,2769,1353230
1998-10-24,2863,3084,2769,3083,934640
1998-10-26,3084,3203,3021,3083,884490
1998-10-27,3077,3084,2801,2894,685310
1998-10-28,2895,3222,2895,3102,1465910
1998-10-29,3134,3166,3055,3064,814250
1998-10-30,3059,3203,3002,3001,522840
1998-10-31,3027,3210,2911,3052,660410
1998-11-02,3115,3134,2970,2989,500470
1998-11-03,3021,3317,2989,3143,1140000
1998-11-04,3203,3367,3178,3316,1264910
1998-11-05,3273,3398,3147,3146,1106400
1998-11-06,3178,3266,3052,3083,1081370
1998-11-07,3197,3197,3084,3083,361120
1998-11-09,3084,3210,3027,3140,1107400
1998-11-10,3090,3147,3052,3052,811640
1998-11-11,2989,3021,2889,2888,530190
1998-11-12,2889,2958,2801,2813,745060
1998-11-13,2832,3084,2832,3052,780750
1998-11-14,3071,3147,3055,3071,310850
1998-11-16,3147,3172,3033,3083,352430
1998-11-17,3115,3273,3096,3121,920180
1998-11-18,3115,3178,3084,3146,537160
1998-11-19,3178,3254,3147,3215,814100
1998-11-20,3392,3524,3304,3304,1359510
1998-11-21,3361,3449,3304,3354,378410
1998-11-23,3317,3436,3285,3341,799520
1998-11-24,3310,3392,3216,3266,808740
1998-11-25,3254,3411,3210,3373,1039300
1998-11-26,3373,3373,3291,3297,507800
1998-11-27,3298,3543,3279,3461,1627470
1998-11-28,3524,3587,3461,3492,418520
1998-11-30,3644,3713,3493,3669,1232640
1998-12-01,3650,3694,3594,3643,603460
1998-12-02,3656,3713,3568,3650,804440
1998-12-03,3713,4084,3650,4084,3179420
1998-12-04,4273,4531,4135,4474,2634170
1998-12-05,4569,4663,4279,4405,1062030
1998-12-07,4154,4720,4028,4399,2570740
1998-12-08,4594,5035,4405,4782,3430160
1998-12-09,4783,5035,4657,4789,1917390
1998-12-10,4877,5286,4789,4908,3921670
1998-12-11,4915,5003,4657,4657,1486530
1998-12-14,4720,4934,4185,4342,1581840
1998-12-15,4311,4991,4311,4990,2230160
1998-12-16,5733,5733,4783,5097,2630150
1998-12-17,5035,5066,4336,4336,1345800
1998-12-18,4160,4531,4160,4405,1086200
1998-12-21,4531,4733,4468,4575,1295380
1998-12-22,4531,4531,3908,3964,693820
1998-12-23,4028,4217,3902,3964,553720
1998-12-24,3965,4091,3619,3769,675250
1998-12-28,3902,3965,3587,3807,764150
1999-01-04,3870,4122,3852,3964,478040
1999-01-05,4091,4519,4034,4373,1294420
1999-01-06,4412,4909,4311,4782,2641620
1999-01-07,4846,4909,4607,4657,2020990
1999-01-08,4531,5022,4405,4814,3404710
1999-01-11,4720,4972,4663,4858,2373810
1999-01-12,4909,5582,4726,5582,4266050
1999-01-13,5538,5891,5349,5349,4577230
1999-01-14,5161,5223,4600,4720,2178040
1999-01-15,5041,5280,4783,5034,2581170
1999-01-18,5538,5538,4909,4971,3343890
1999-01-19,5098,5280,4978,5066,2588370
1999-01-20,5098,5129,4846,4845,1325360
1999-01-21,4720,4783,4399,4399,1351440
1999-01-22,4279,4720,4223,4675,2509490
1999-01-25,4846,4909,4657,4770,1407570
1999-01-26,4814,5022,4689,4915,2467320
1999-01-27,4972,5651,4940,5651,4231040
1999-01-28,5645,5972,5450,5538,5598390
1999-01-29,5601,6287,5570,6167,8166330
1999-02-01,6230,6482,6010,6136,5681860
1999-02-02,6287,6287,5853,5984,3718190
1999-02-03,5991,6035,5727,5846,5914460
1999-02-04,5664,5784,5161,5223,2149460
1999-02-05,5349,5651,5167,5405,4217020
1999-02-08,5400,5475,5098,5097,2333720
1999-02-09,5105,5135,4561,4680,1283020
1999-02-10,4472,5008,4472,4941,1284860
1999-02-11,5008,5515,5008,5291,1538780
1999-02-12,5373,5515,5269,5365,1313310
1999-02-18,5403,5440,5068,5105,620500
1999-02-19,4956,5068,4710,4993,913310
1999-02-22,4881,5209,4859,4993,647810
1999-02-23,4993,5127,4852,4911,430770
1999-02-24,4911,5016,4844,4844,361020
1999-02-25,4710,4770,4561,4695,584260
1999-02-26,4695,4919,4695,4918,541840
1999-03-02,5068,5180,4963,5030,788610
1999-03-03,5075,5098,4904,4978,488200
1999-03-04,5001,5031,4911,4911,447890
1999-03-05,4807,4919,4777,4851,582140
1999-03-08,4904,5217,4852,5179,2229860
1999-03-09,5180,5440,5068,5067,3227350
1999-03-10,5180,5202,5008,5052,901590
1999-03-11,5068,5284,5008,5105,1576030
1999-03-12,5120,5440,5120,5298,1686550
1999-03-15,5373,5478,5232,5291,1176530
1999-03-16,5291,5329,5157,5164,1095480
1999-03-17,5217,5276,4919,4978,1295020
1999-03-18,4919,5113,4881,4896,553000
1999-03-19,5001,5366,5001,5291,1155400
1999-03-22,5314,5426,5306,5403,1578750
1999-03-23,5635,5635,5387,5486,711820
1999-03-24,5469,5469,5304,5386,632040
1999-03-25,5237,5585,5237,5469,911290
1999-03-26,5387,5445,5304,5345,671550
1999-03-29,5428,5552,5329,5386,690340
1999-03-30,5469,5511,5345,5419,489680
1999-03-31,5420,5469,5304,5303,627290
1999-04-01,5312,5635,5312,5610,1387640
1999-04-02,5801,6431,5801,6381,15517340
1999-04-06,6795,6878,6638,6869,6735330
1999-04-07,6829,6911,6547,6646,3500410
1999-04-08,6547,6853,6174,6795,3936660
1999-04-09,6795,6911,6555,6646,2233950
1999-04-12,6630,6630,6340,6422,2179410
1999-04-13,6215,6754,6174,6463,3469440
1999-04-14,6547,6704,6464,6546,2286440
1999-04-15,6547,6961,6381,6961,8550420
1999-04-16,6961,7044,6464,6629,4303950
1999-04-19,6630,6754,6447,6472,3038400
1999-04-20,6630,7036,6597,6629,5767940
1999-04-21,6630,6837,6389,6389,3719110
1999-04-22,6406,7210,6381,7209,8191040
1999-04-23,7293,7458,6837,6961,9060030
1999-04-26,6804,7027,6464,6753,4506770
1999-04-27,6920,7044,6713,7044,5065630
1999-04-28,7293,8038,7168,7789,13325500
1999-04-29,7624,7790,7044,7044,5160850
1999-04-30,7210,7293,6820,7126,4855950
1999-05-03,6969,7210,6878,6961,2626340
1999-05-04,7085,7276,6920,7002,3417810
1999-05-06,7085,7624,7069,7367,6118700
1999-05-07,7384,7458,7135,7176,3568150
1999-05-10,7152,7293,7011,7085,3074060
1999-05-11,7085,7359,6920,6919,4230350
1999-05-12,7044,7085,6472,6795,2710290
1999-05-13,6771,6795,6447,6447,1883880
1999-05-14,6141,6505,6008,6381,2219670
1999-05-17,6215,6605,6066,6157,1727790
1999-05-18,6340,6514,6298,6422,2237530
1999-05-19,6456,6505,6364,6372,2166150
1999-05-20,6373,6456,6257,6265,2498160
1999-05-21,6306,6381,6298,6298,1269360
1999-05-24,6273,6348,6257,6256,986710
1999-05-25,6273,6464,6273,6323,1672420
1999-05-26,6389,6464,6298,6422,2394380
1999-05-27,6547,6572,6422,6422,2215990
1999-05-28,6422,6464,6381,6389,1913850
1999-05-31,6464,6580,6439,6505,2187160
1999-06-01,6381,6456,6265,6314,653330
1999-06-02,6224,6464,6182,6331,1172140
1999-06-03,6340,6414,6174,6198,995650
1999-06-04,6199,6621,6199,6339,1843950
1999-06-07,6389,6572,6381,6505,1303800
1999-06-08,6505,6795,6381,6712,2550600
1999-06-09,6713,6945,6464,6463,2214570
1999-06-10,6464,6580,6422,6538,1231200
1999-06-11,6547,6795,6514,6546,1255950
1999-06-14,6630,6655,6472,6505,1115930
1999-06-15,6505,6547,6066,6215,956090
1999-06-16,6215,6713,6215,6571,1639970
1999-06-17,6630,6795,6381,6381,1956810
1999-06-18,6464,6630,6422,6521,757210
1999-06-21,6696,7243,6696,7209,7466390
1999-06-22,7376,7541,7127,7367,6402010
1999-06-23,7367,7442,7127,7292,2280050
1999-06-24,7376,7541,7102,7118,2515400
1999-06-25,7044,7243,6887,7209,2188690
1999-06-28,7293,7748,7293,7541,6055090
1999-06-29,7541,7707,7293,7334,2659740
1999-06-30,7376,7500,7052,7209,2162470
1999-07-01,7251,7873,7251,7789,3730780
1999-07-02,7873,8196,7624,8129,3272850
1999-07-05,8536,9323,8411,9032,7043980
1999-07-06,8867,8991,8619,8825,3076200
1999-07-07,8909,9489,8826,9032,3722730
1999-07-08,9033,9489,8909,8950,3274690
1999-07-09,9033,9116,8536,9032,2596040
1999-07-12,8826,9406,8536,8535,3202780
1999-07-13,8577,8701,8080,8162,1981720
1999-07-14,8163,8287,7707,7706,1759000
1999-07-15,7541,7864,7508,7789,1212580
1999-07-16,7873,8743,7831,8742,2250670
1999-07-19,8867,9116,8619,8908,2510670
1999-07-20,8743,9199,8494,8784,2653520
1999-07-21,8536,9282,8536,9032,4909970
1999-07-22,9033,9447,8784,9364,4666580
1999-07-23,9364,9447,8080,8104,2893310
1999-07-26,8105,8453,7558,7947,1960580
1999-07-27,8130,9033,8055,8867,2979490
1999-07-28,8701,9447,8619,8991,5411520
1999-07-29,8991,8991,8991,8991,0
1999-07-30,8991,8991,8991,8991,0
1999-08-02,8991,8991,8991,8991,0
1999-08-03,8991,8991,8991,8991,0
1999-08-04,8991,8991,8991,8991,0
1999-08-05,8991,8991,8991,8991,0
1999-08-06,8991,8991,8991,8991,0
1999-08-09,8991,8991,8991,8991,0
1999-08-10,8991,8991,8991,8991,0
1999-08-11,8991,8991,8991,8991,0
1999-08-12,8991,8991,8991,8991,0
1999-08-13,8991,8991,8991,8991,0
1999-08-16,10317,10317,10317,10317,634400
1999-08-17,11851,11851,11851,11850,1143410
1999-08-18,12845,12845,10856,12182,14572060
1999-08-19,12596,12679,11478,11643,3959150
1999-08-20,11436,12016,11063,11477,3074110
1999-08-23,11726,12762,11685,12057,5103590
1999-08-24,12223,12596,11892,12182,3319510
1999-08-25,12182,14005,12016,14005,6681780
1999-08-26,14378,14792,13549,13590,6125490
1999-08-27,13757,15207,13425,14668,4871200
1999-08-30,14585,15290,14254,14419,3615900
1999-08-31,14129,14627,13798,14088,1808530
1999-09-01,13881,14088,12886,12886,2440440
1999-09-02,12182,12679,11643,11767,2492800
1999-09-03,11933,12306,11602,11850,2594980
1999-09-06,11975,12721,11768,12637,2683870
1999-09-07,12638,12762,12099,12099,1501460
1999-09-08,12099,12306,11395,11601,1621040
1999-09-09,11809,12099,11643,11974,1126530
1999-09-10,11809,12638,11809,12223,1705820
1999-09-13,12223,12431,11229,11933,1928080
1999-09-14,11809,12265,11768,11850,839360
1999-09-15,11643,12016,11270,11353,824300
1999-09-16,11229,11685,10980,11021,963430
1999-09-17,10856,11270,10359,11270,1226360
1999-09-20,11270,11436,10898,11104,729420
1999-09-21,11188,12016,11188,11850,1255110
1999-09-22,11685,11685,11270,11519,684480
1999-09-27,11188,11436,10898,10980,560870
1999-09-28,10980,11188,10607,10690,674230
1999-09-29,10690,10690,10110,10275,592240
1999-09-30,10193,10566,9862,10110,867650
1999-10-01,9779,10193,8950,9944,1167530
1999-10-04,9944,10152,9489,9530,800930
1999-10-05,9116,9447,8121,8121,1830670
1999-10-06,7881,8577,7458,8287,3211240
1999-10-07,8577,8909,8411,8908,2273110
1999-10-08,8619,8826,7964,8369,1754120
1999-10-11,8494,8826,8287,8618,1566730
1999-10-12,8826,9613,8743,9198,2519870
1999-10-13,9406,9613,9033,9571,1757240
1999-10-14,9530,9696,9282,9530,1384720
1999-10-15,9447,9530,9116,9488,846680
1999-10-18,8909,9240,8784,9032,796080
1999-10-19,8950,9240,8743,9074,1099320
1999-10-20,9282,9530,9074,9074,1096470
1999-10-21,9116,9364,8701,8784,1386780
1999-10-22,8701,8950,8453,8950,701320
1999-10-25,8950,9074,8453,8535,810590
1999-10-26,8204,8619,8163,8411,989170
1999-10-27,8494,8701,8370,8660,1537620
1999-10-28,8170,8500,7900,8270,1577860
1999-10-29,8200,8400,8000,8000,1356060
1999-11-01,8010,8590,7700,8200,2382790
1999-11-02,8300,8540,8210,8320,971180
1999-11-03,8000,8500,8000,8090,992440
1999-11-04,8400,9100,8250,9100,2531040
1999-11-05,9490,9750,9360,9500,2110500
1999-11-08,9400,9490,9070,9070,1207660
1999-11-09,8940,9180,8900,9160,840860
1999-11-10,9000,9060,8600,8680,957920
1999-11-11,8610,9090,8580,8580,1114320
1999-11-12,8650,8880,8250,8370,1521230
1999-11-15,8370,8900,8290,8590,1561770
1999-11-16,8840,8890,8260,8350,977080
1999-11-17,8400,8400,7900,8050,1173230
1999-11-18,7950,8350,7910,8300,1033160
1999-11-19,8350,8600,8300,8600,1347450
1999-11-22,8650,8690,8310,8500,853150
1999-11-23,8350,8500,8200,8200,798570
1999-11-24,8020,8100,7700,7700,1114150
1999-11-25,7800,8040,7530,8000,1145140
1999-11-26,7600,7820,7300,7300,815000
1999-11-29,7200,7420,6830,6910,533830
1999-11-30,6910,7270,6890,7130,1039360
1999-12-01,7300,7500,7180,7300,864350
1999-12-02,7310,7740,7170,7550,1522740
1999-12-03,7550,7600,7100,7100,695830
1999-12-06,7190,7200,6720,6900,840110
1999-12-07,6710,6750,6340,6430,909810
1999-12-08,6200,6390,5910,6250,751380
1999-12-09,6000,6700,6000,6010,1042000
1999-12-10,6210,6910,6210,6910,729200
1999-12-13,7500,7940,7320,7940,2000970
1999-12-14,8100,8660,7850,7900,2850750
1999-12-15,7950,8330,7750,8000,1174410
1999-12-16,8200,9200,8100,8700,2489720
1999-12-17,8600,8600,7910,8400,1384600
1999-12-20,8390,8390,7750,7750,1058560
1999-12-21,7700,7750,6800,6890,1541150
1999-12-22,6510,6840,6110,6350,1869030
1999-12-23,6200,7100,6010,6110,2549520
1999-12-24,6110,6490,6050,6120,1795120
1999-12-27,6380,6430,5900,5980,1726770
1999-12-28,5800,5940,5500,5750,2010650
2000-01-04,5850,6610,5850,6610,922410
2000-01-05,6700,7400,6520,7100,3416330
2000-01-06,7000,7090,6400,6540,1237120
2000-01-07,6650,6840,6520,6520,994920
2000-01-10,6600,6770,6250,6280,1078790
2000-01-11,6100,6480,6100,6300,1280430
2000-01-12,6300,6400,6150,6180,750580
2000-01-13,6310,6640,6150,6350,1179840
2000-01-14,6500,6570,6110,6170,860060
2000-01-17,6170,6250,6010,6100,802310
2000-01-18,6200,6250,5940,6000,1115450
2000-01-19,5990,5990,5610,5610,1103310
2000-01-20,5600,5600,5120,5450,928110
2000-01-21,5280,5930,5150,5580,1442910
2000-01-24,5510,5950,5400,5750,1297280
2000-01-25,5780,5780,5410,5410,735000
2000-01-26,5500,5680,5360,5530,800950
2000-01-27,5650,6270,5610,6200,2214870
2000-01-28,6150,6200,5910,6030,1295440
2000-01-31,6020,6390,5900,6230,1607340
2000-02-01,6300,6390,6050,6100,1127480
2000-02-02,6140,6690,6020,6490,2353980
2000-02-03,6600,6640,6370,6450,1621350
2000-02-07,6500,6600,6380,6500,1601090
2000-02-08,6610,6940,6520,6590,1761740
2000-02-09,6500,6620,6110,6140,1144410
2000-02-10,5980,6000,5650,5650,1342550
2000-02-11,5550,5850,5500,5500,1099240
2000-02-14,5400,5440,5100,5100,1170180
2000-02-15,5000,5340,4920,5090,1053140
2000-02-16,5150,5280,5000,5150,906080
2000-02-17,5150,5240,5000,5150,970080
2000-02-18,5150,5150,4890,4900,1424860
2000-02-21,4655,4800,4210,4400,1578690
2000-02-22,4220,4350,4030,4150,2118010
2000-02-23,4350,4770,4165,4700,2117530
2000-02-24,4400,4580,4250,4250,1077360
2000-02-25,4100,4480,4060,4300,1474880
2000-02-28,4060,4200,4060,4065,1050910
2000-02-29,4115,4290,4000,4070,1647750
2000-03-02,4180,4340,4100,4245,1840480
2000-03-03,4300,4330,4075,4090,1464360
2000-03-06,4195,4700,4110,4700,3094660
2000-03-07,4900,5130,4700,4760,2714590
2000-03-08,4510,4990,4370,4890,1871820
2000-03-09,4900,5000,4725,4810,1530370
2000-03-10,4710,4950,4550,4555,1271960
2000-03-13,4550,4550,4315,4330,1231310
2000-03-14,4380,4460,4280,4310,891110
2000-03-15,4320,4640,4320,4350,1218710
2000-03-16,4510,4600,4300,4350,827590
2000-03-17,4470,4630,4410,4480,1331240
2000-03-20,4500,4640,4400,4465,1128690
2000-03-21,4400,4430,4300,4345,780750
2000-03-22,4350,4530,4330,4445,1172340
2000-03-23,4520,4920,4500,4750,3351550
2000-03-24,4750,4800,4560,4600,1106800
2000-03-27,4500,4500,4350,4400,1587540
2000-03-28,4400,4450,4350,4350,1250430
2000-03-29,4350,4400,4170,4180,1443250
2000-03-30,4210,4260,4120,4170,1029710
2000-03-31,4160,4160,4070,4070,827060
2000-04-03,4070,4155,3960,3975,867260
2000-04-04,4120,4150,4010,4095,842920
2000-04-06,4010,4090,3945,3970,726700
2000-04-07,3910,4055,3910,3970,888500
2000-04-10,4010,4380,4010,4160,2035770
2000-04-11,4160,4160,3965,3985,820450
2000-04-12,3995,4020,3910,3970,726750
2000-04-14,3900,3950,3865,3915,510130
2000-04-17,4130,4500,4010,4500,6564420
2000-04-18,4795,5160,4615,4730,10409410
2000-04-19,4750,4830,4550,4560,5284750
2000-04-20,4700,5240,4520,5240,9376870
2000-04-21,5350,5540,5100,5160,9585720
2000-04-24,5060,5160,4685,4685,4093310
2000-04-25,4610,4720,4380,4670,4872780
2000-04-26,4735,4800,3970,4065,5680410
2000-04-27,4050,4140,3460,3970,4616920
2000-04-28,4050,4440,4030,4150,4401240
2000-05-02,4050,4240,3940,4050,3076300
2000-05-03,4090,4150,3980,4020,2168170
2000-05-04,4025,4220,4000,4020,2422950
2000-05-08,4100,4130,4005,4020,1590210
2000-05-09,4020,4170,3950,4110,1917140
2000-05-10,4015,4145,4000,4020,1141490
2000-05-12,4050,4060,3920,3925,1012180
2000-05-15,3850,3900,3580,3605,1199090
2000-05-16,3645,3820,3600,3800,1112530
2000-05-17,3820,3950,3510,3600,729000
2000-05-18,3600,3620,3310,3405,679600
2000-05-19,3350,3400,3210,3350,596990
2000-05-22,3350,3350,3110,3110,556380
2000-05-23,3010,3385,3010,3120,1461200
2000-05-24,3120,3530,3055,3435,1651880
2000-05-25,3525,3930,3500,3795,1712520
2000-05-26,3610,3690,3230,3230,1610670
2000-05-29,2760,3300,2750,3100,2437450
2000-05-30,3330,3530,3185,3480,2361830
2000-05-31,3475,4000,3320,3770,6485420
2000-06-01,3540,3790,3460,3560,2613970
2000-06-02,3630,4090,3600,4090,6083070
2000-06-05,4290,4700,4200,4700,9555880
2000-06-07,4560,4850,4465,4700,2702340
2000-06-08,4690,4830,4550,4700,2501100
2000-06-09,4700,5180,4600,4950,2767190
2000-06-12,4900,5690,4900,5300,6197930
2000-06-13,5010,5240,4930,5070,1824680
2000-06-14,5070,5500,4990,5500,1999430
2000-06-15,5290,5500,4990,5500,1663400
2000-06-16,5310,6000,5150,5410,3288760
2000-06-19,5220,5600,5190,5490,1821990
2000-06-20,5480,6140,5300,5300,3832380
2000-06-21,5250,5360,5100,5100,959130
2000-06-22,5080,5260,4930,4960,872890
2000-06-23,5020,5100,4920,5020,597810
2000-06-26,5040,5390,5040,5250,835510
2000-06-27,5380,5400,5180,5200,671430
2000-06-28,5190,5190,5100,5130,904950
2000-06-29,4850,4990,4710,4800,1409760
2000-06-30,4830,5090,4775,5090,683690
2000-07-03,5100,5150,4990,5000,644040
2000-07-04,4900,5030,4850,4900,344170
2000-07-05,4810,4980,4810,4950,554930
2000-07-06,4980,5420,4930,5360,1579600
2000-07-07,5450,5860,5370,5570,2563940
2000-07-10,5860,5890,5370,5420,1086620
2000-07-11,5500,5970,5400,5520,2331010
2000-07-12,5610,5750,5350,5550,1108910
2000-07-13,5500,5730,5400,5730,895210
2000-07-14,5630,5850,5560,5700,730660
2000-07-18,5560,5700,5100,5230,802170
2000-07-19,5160,5400,5110,5400,707350
2000-07-20,5250,5520,5200,5390,631550
2000-07-21,5390,5520,5310,5410,305110
2000-07-24,5210,5380,5050,5090,459250
2000-07-25,5010,5080,4510,5000,557000
2000-07-26,4990,5040,4600,5000,742250
2000-07-27,5000,5190,4850,5150,351270
2000-07-28,5010,5240,5010,5230,480190
2000-07-31,5230,5410,5180,5390,384040
2000-08-01,5450,5560,5320,5550,592140
2000-08-02,5500,5590,5410,5500,376080
2000-08-03,5510,5580,5360,5500,327720
2000-08-04,5500,5500,5310,5480,283150
2000-08-07,5360,5360,5100,5220,296210
2000-08-08,5220,5340,5220,5300,280540
2000-08-09,5310,5730,5310,5400,1548380
2000-08-10,5400,5480,5350,5480,525030
2000-08-11,5550,5760,5400,5460,847810
2000-08-14,5790,5990,5600,5710,854690
2000-08-16,5840,5850,5560,5600,525390
2000-08-17,5450,5890,5400,5800,1649870
2000-08-18,5800,6190,5720,6140,1860340
2000-08-21,6200,6400,6050,6200,1578880
2000-08-22,6230,6230,6010,6030,874120
2000-08-23,6030,6100,5850,5890,952430
2000-08-24,5800,5990,5670,5820,493360
2000-08-25,5890,6070,5820,6050,895480
2000-08-28,6060,6150,5970,6130,524840
2000-08-29,6100,6220,6000,6100,619710
2000-08-30,6030,6130,6000,6070,284030
2000-08-31,5980,6050,5810,5880,307450
2000-09-01,5880,6020,5870,5930,218880
2000-09-04,5850,5940,5820,5820,198140
2000-09-05,5780,5900,5610,5790,241680
2000-09-06,5790,5830,5700,5730,167660
2000-09-07,5620,5620,5450,5450,300460
2000-09-08,5450,5590,5350,5500,246560
2000-09-14,5160,5550,5160,5550,419660
2000-09-15,5420,5700,5400,5530,325840
2000-09-18,5250,5330,4710,5170,485810
2000-09-19,5000,5150,4800,4990,277530
2000-09-20,5060,5350,4965,5270,459230
2000-09-21,5120,5300,5030,5270,255910
2000-09-22,5250,5250,4700,4750,299190
2000-09-25,4700,4965,4650,4965,230110
2000-09-26,4910,4980,4760,4850,258630
2000-09-27,4810,4990,4810,4870,407090
2000-09-28,4820,5160,4820,5010,486810
2000-09-29,5090,5100,4900,5080,207570
2000-10-02,4910,4980,4880,4930,226300
2000-10-04,4850,4950,4780,4910,189590
2000-10-05,4950,5080,4910,4970,310310
2000-10-06,4930,4950,4815,4830,289290
2000-10-09,4810,4850,4730,4760,321450
2000-10-10,4790,4835,4650,4700,194770
2000-10-11,4640,4700,4250,4390,626200
2000-10-12,4305,4430,4070,4070,532180
2000-10-13,3825,3890,3570,3750,1245460
2000-10-16,4010,4050,3840,3890,876320
2000-10-17,3800,4020,3650,3650,922360
2000-10-18,3510,3825,3300,3525,852850
2000-10-19,3520,3645,3365,3390,789200
2000-10-20,3600,3895,3520,3800,1658220
2000-10-23,3830,3900,3590,3650,507890
2000-10-24,3610,3905,3600,3700,517620
2000-10-25,3730,3800,3660,3720,369680
2000-10-26,3630,3690,3615,3640,276010
2000-10-27,3610,3750,3610,3610,294070
2000-10-30,3550,3650,3550,3580,274640
2000-10-31,3530,3530,3210,3510,319130
2000-11-01,3700,3780,3540,3750,412860
2000-11-02,3800,4200,3800,4200,951850
2000-11-03,4200,4300,4060,4230,805070
2000-11-06,4110,4300,4060,4100,583680
2000-11-07,4180,4200,4005,4010,254290
2000-11-08,4010,4550,3940,4285,932050
2000-11-09,4155,4300,4155,4300,428920
2000-11-10,4400,4440,4260,4350,517020
2000-11-13,4200,4390,4160,4355,518380
2000-11-14,4350,4570,4350,4520,698920
2000-11-15,4620,4750,4580,4700,505060
2000-11-16,4700,4700,4405,4480,484770
2000-11-17,4410,4470,4350,4450,330330
2000-11-20,4370,4635,4325,4530,451260
2000-11-21,4530,4660,4410,4500,533800
2000-11-22,4430,4590,4420,4450,318370
2000-11-23,4450,4490,4300,4330,206030
2000-11-24,4260,4460,4260,4400,384260
2000-11-27,4450,4550,4420,4490,473960
2000-11-28,4450,4540,4425,4500,214090
2000-11-29,4425,4450,4370,4370,243750
2000-11-30,4315,4405,4245,4320,173630
2000-12-01,4065,4395,4065,4395,247100
2000-12-04,4395,4470,4325,4370,159110
2000-12-05,4370,4460,4350,4380,223010
2000-12-06,4490,4580,4350,4350,253640
2000-12-07,4320,4410,4310,4380,94740
2000-12-08,4470,4530,4430,4485,273280
2000-12-11,4570,4950,4550,4760,516710
2000-12-12,4810,4850,4630,4650,340930
2000-12-13,4680,4800,4620,4775,295790
2000-12-14,4665,4810,4665,4770,345620
2000-12-15,4770,4850,4700,4780,272240
2000-12-18,4780,4845,4780,4780,330960
2000-12-19,4760,4800,4550,4600,454380
2000-12-20,4500,4565,4450,4490,464750
2000-12-21,4390,4490,4300,4410,825600
2000-12-22,4410,4535,4410,4530,392210
2000-12-26,4610,4990,4610,4985,1097170
2001-01-02,4500,4590,4420,4495,561000
2001-01-03,4520,4590,4400,4440,520730
2001-01-04,4600,4700,4490,4500,1206300
2001-01-05,4505,4800,4450,4720,1862670
2001-01-08,4560,4900,4560,4720,1290600
2001-01-09,4820,5160,4810,5120,2480590
2001-01-10,5090,5090,4660,4660,1503360
2001-01-11,4680,4740,4510,4700,1286650
2001-01-12,4700,4920,4700,4795,1109420
2001-01-15,4830,4970,4750,4850,1385730
2001-01-16,4890,4950,4750,4850,618350
2001-01-17,4800,4930,4680,4800,539750
2001-01-18,4700,4860,4700,4795,561330
2001-01-19,4900,5170,4830,5050,1673540
2001-01-22,5320,5800,5300,5800,2463260
2001-01-26,5900,6270,5900,6050,3935810
2001-01-29,6140,6170,5770,5900,1571080
2001-01-30,5980,6070,5770,5840,1105160
2001-01-31,5760,6200,5510,6200,878730
2001-02-01,5800,6050,5770,5910,621750
2001-02-02,5960,6000,5700,5780,352070
2001-02-05,5600,5680,5480,5560,521810
2001-02-06,5560,5830,5560,5780,542530
